X,Y,OBJECTID,DATE,LATITUDE,LONGITUDE,CD1____KM_,CD2____KM_,CD3____KM_,CD4____KM_,WD1__G_KM_,WD2__G_KM_,WD3__G_KM_,WD4__G_KM_,SEA_STATE_,SOURCE,INFO,CD4
8.42,42.8,390,21/07/2010,42.8,8.42,102593.36,58368.46,29909.54,0,0,0,0,0,1,F.Galgani,MED10-14,0
8.4699999999001,42.7599999999001,391,21/07/2010,42.76,8.47,16036.52,9123.66,4675.21,0,0,0,0,0,1,F.Galgani,MED10-15,0
8.51,42.7299999996003,392,21/07/2010,42.73,8.51,15672.25,8916.41,4569.01,0,0,0,0,0,1,F.Galgani,MED10-16,0
8.56999999970026,42.6900000003998,393,21/07/2010,42.69,8.57,15091.79,8586.18,4399.78,0,0,0,0,0,1,F.Galgani,MED10-17,0
8.60999999980021,42.6500000002998,394,21/07/2010,42.65,8.61,51079.91,29060.91,14891.58,0,0,0,0,0,1,F.Galgani,MED10-18,0
8.65999999970029,42.62,395,21/07/2010,42.62,8.66,102740.28,58452.05,29952.38,0,0,0,0,0,1,F.Galgani,MED10-19,0
8.72000000029982,42.6000000003997,396,21/07/2010,42.6,8.72,193871.49,110299.35,56520.3,0,0,0,0,0,1,F.Galgani,MED10-20,0
8.36000000029981,42.8199999996003,397,22/07/2010,42.82,8.36,16340,9296.32,4763.68,0,0,0,0,0,1,F.Galgani,MED10-21,0
8.06999999980019,43.25,398,26/07/2010,43.25,8.07,28442.22,16181.64,8291.9,0,0,0,0,0,2,F.Galgani,MED10-22,0
8.63000000029984,43.5500000002998,399,27/07/2010,43.55,8.63,57998.75,32997.24,16908.66,0,0,0,0,0,3,F.Galgani,MED10-23,0
8.36000000029981,43.4499999996004,400,27/07/2010,43.45,8.36,29318.18,16680,8547.27,0,0,0,0,0,4,F.Galgani,MED10-24,0
6.38000000029984,43.0799999998002,401,29/07/2010,43.08,6.38,24346.69,13851.57,7097.91,0,0,0,0,0,3,F.Galgani,MED10-25,0
6.36999999960034,42.9999999996003,402,29/07/2010,43,6.37,247853.67,141011.45,72257.99,0,0,0,0,0,3,F.Galgani,MED10-26,0
5.88000000039978,43.0600000001999,403,30/07/2010,43.06,5.88,0,0,0,0,0,0,0,0,6,F.Galgani,MED10-27,0
5.18999999980019,43.3200000003998,404,31/07/2010,43.32,5.19,0,0,0,0,0,0,0,0,4,F.Galgani,MED10-28,0
5.19999999960032,43.3200000003998,405,31/07/2010,43.32,5.2,0,0,0,0,0,0,0,0,4,F.Galgani,MED10-29,0
5.17000000019988,43.3200000003998,406,31/07/2010,43.32,5.17,6965.44,3962.85,2030.67,0,0,0,0,0,5,F.Galgani,MED10-30,0
5.25000000039972,43.2999999999001,407,1/8/2010,43.3,5.25,0,0,0,0,0,0,0,0,4,F.Galgani,MED10-31,0
4.94000000029985,43.2599999998002,408,1/8/2010,43.26,4.94,6450,3669.6,1880.4,0,0,0,0,0,4,F.Galgani,MED10-32,0
4.40000000029983,43.0100000002998,409,1/8/2010,43.01,4.4,5077.6,2888.8,1480.3,0,0,0,0,0,5,F.Galgani,MED10-33,0
3.9299999998002,42.8099999998002,410,1/8/2010,42.81,3.93,6046.12,3439.82,1762.65,0,0,0,0,0,5,F.Galgani,MED10-34,0
3.12999999960033,42.53,411,2/8/2010,42.53,3.13,6139.67,3493.04,1789.93,0,0,0,0,0,5,F.Galgani,MED10-35,0
3.29999999980021,42.4599999996004,412,2/8/2010,42.46,3.3,10883.01,6191.68,3172.78,0,0,0,0,0,5,F.Galgani,MED10-36,0
3.47999999980021,42.3300000003998,413,2/8/2010,42.33,3.48,22326.06,12701.97,6508.83,0,0,0,0,0,5,F.Galgani,MED10-37,0
3.65,42.2500000001999,414,2/8/2010,42.25,3.65,68493.52,38968.03,19968.25,0,0,0,0,0,5,F.Galgani,MED10-38,0
8.51999999980018,42.2400000003997,415,7/8/2010,42.24,8.52,6506.05,3701.49,1896.74,0,0,0,0,0,4,F.Galgani,MED10-39,0
8.58000000039976,42.3199999997002,416,7/8/2010,42.32,8.58,20425,11620.4,5954.6,0,0,0,0,0,4,F.Galgani,MED10-40,0
7.38999999990011,43.5699999999001,417,7/8/2010,43.57,7.39,27412.5,15595.8,7991.7,0,0,0,0,0,4,F.Galgani,MED10-41,0
-60.5299999998001,-60.34,418,3/1/2011,-60.34,-60.53,36850.15,3122.89,0,0,56.14,0.44,0,0,2,M. Eriksen,SO11-M084 TARA,0
-56.0900000003996,-63.8800000002997,419,17/01/2011,-63.88,-56.09,12847.79,26766.22,3211.95,0,1.82,22.38,4.71,0,2,M. Eriksen,SO11-M087 TARA,0
-56.7999999997002,-63.3900000001998,420,22/01/2011,-63.39,-56.8,0,9389.37,0,0,0,1.24,0,0,2,M. Eriksen,SO11-M088 TARA,0
-67.0,-57.7600000002997,421,27/01/2011,-57.76,-67,0,955.79,0,0,0,0.55,0,0,2,M. Eriksen,SO11-M089 TARA,0
-76.9800000001998,-39.6300000001998,422,21/02/2011,-39.63,-76.98,750.64,0,0,0,0.27,0,0,0,2,M. Eriksen,SO11-M090 TARA,0
-73.0899999997002,-34.1699999996003,423,25/02/2011,-34.17,-73.09,0,406.98,0,0,0,0.96,0,0,2,M. Eriksen,SO11-M091 TARA,0
-72.0,-33.6900000001998,424,26/02/2011,-33.69,-72,0,1247.51,311.88,0,0,0.47,6.24,0,2,M. Eriksen,SO11-M092 TARA,0
160.75,14.5599999996003,425,7/5/2012,14.56,160.75,0,0,0,0,0,0,0,0,0,H. Carson,WNPG 2012,0
160.75,14.5599999996003,426,7/5/2012,14.56,160.75,0,0,0,0,0,0,0,0,0,H. Carson,WNPG 2012,0
159.2,15.7900000001999,427,8/5/2012,15.79,159.2,0,0,0,0,0,0,0,0,0,H. Carson,WNPG 2012,0
159.2,15.7900000001999,428,8/5/2012,15.79,159.2,0,0,0,0,0,0,0,0,0,H. Carson,WNPG 2012,0
157.54,17.4900000003997,429,9/5/2012,17.49,157.54,0,0,0,0,0,0,0,0,0,H. Carson,WNPG 2012,0
156.22,19.31,430,10/5/2012,19.31,156.22,0,0,0,0,0,0,0,0,0,H. Carson,WNPG 2012,0
155.42,22.05,431,12/5/2012,22.05,155.42,0,0,0,12.19,0,0,0,5547.2,0,H. Carson,WNPG 2012,12.19
155.24,23.9,432,13/05/2012,23.9,155.24,0,0,0,36.55,0,0,0,2516.53,0,H. Carson,WNPG 2012,36.55
155.24,23.9,433,13/05/2012,23.9,155.24,0,0,0,20.31,0,0,0,1347.32,0,H. Carson,WNPG 2012,20.31
154.15,25.1000000002998,434,14/05/2012,25.1,154.15,0,0,0,130.78,0,0,0,50242.43,0,H. Carson,WNPG 2012,130.78
152.28,26.3600000002998,435,15/05/2012,26.36,152.28,0,0,0,18.57,0,0,0,27365.59,0,H. Carson,WNPG 2012,18.57
151.78,26.7099999996004,436,15/05/2012,26.71,151.78,0,0,0,18,0,0,0,14993.25,0,H. Carson,WNPG 2012,18
150.35,27.7899999996003,437,16/05/2012,27.79,150.35,0,0,0,60.6,0,0,0,5980.93,0,H. Carson,WNPG 2012,60.6
150.19,27.8900000002998,438,16/05/2012,27.89,150.19,0,0,0,8.54,0,0,0,4269.14,0,H. Carson,WNPG 2012,8.54
150.19,27.8900000002998,439,16/05/2012,27.89,150.19,0,0,0,4.27,0,0,0,8718.71,0,H. Carson,WNPG 2012,4.27
147.59,30.0399999996003,440,17/05/2012,30.04,147.59,0,0,0,0,0,0,0,0,0,H. Carson,WNPG 2012,0
143.73,32.8900000001999,441,19/05/2012,32.89,143.73,0,0,0,60.34,0,0,0,22273.71,0,H. Carson,WNPG 2012,60.34
143.43,32.9800000001999,442,19/05/2012,32.98,143.43,0,0,0,81.33,0,0,0,5053.73,0,H. Carson,WNPG 2012,81.33
143.43,32.9800000001999,443,19/05/2012,32.98,143.43,0,0,0,126.52,0,0,0,25112.77,0,H. Carson,WNPG 2012,126.52
152.46,32.1600000003997,444,15/06/2012,32.16,152.46,0,0,0,5.23,0,0,0,117.77,0,H. Carson,WNPG 2012,5.23
153.19,32.0400000000999,445,15/06/2012,32.04,153.19,0,0,0,22.14,0,0,0,1591.3,0,H. Carson,WNPG 2012,22.14
153.38,32.0099999998002,446,15/06/2012,32.01,153.38,0,0,0,25.58,0,0,0,5137.52,0,H. Carson,WNPG 2012,25.58
153.21,32.0400000000999,447,15/06/2012,32.04,153.21,0,0,0,16.6,0,0,0,11961.28,0,H. Carson,WNPG 2012,16.6
155.33,31.0800000003998,448,16/06/2012,31.08,155.33,0,0,0,35.98,0,0,0,7096.95,0,H. Carson,WNPG 2012,35.98
156.11,30.5799999996004,449,16/06/2012,30.58,156.11,0,0,0,68.18,0,0,0,21573.72,0,H. Carson,WNPG 2012,68.18
155.46,31.05,450,16/06/2012,31.05,155.46,0,0,0,55.34,0,0,0,10073.41,0,H. Carson,WNPG 2012,55.34
157.51,30.4100000002998,451,17/06/2012,30.41,157.51,0,0,0,11.07,0,0,0,719.62,0,H. Carson,WNPG 2012,11.07
158.02,30.3999999996004,452,17/06/2012,30.4,158.02,0,0,0,30.82,0,0,0,2234.65,0,H. Carson,WNPG 2012,30.82
158.04,30.3899999998002,453,17/06/2012,30.39,158.04,0,0,0,7.59,0,0,0,275.16,0,H. Carson,WNPG 2012,7.59
158.42,30.2,454,17/06/2012,30.2,158.42,0,0,0,201.83,0,0,0,68584.08,0,H. Carson,WNPG 2012,201.83
158.55,30.1199999998002,455,18/06/2012,30.12,158.55,0,0,0,36.52,0,0,0,2518.52,0,H. Carson,WNPG 2012,36.52
160.01,30.1000000001999,456,18/06/2012,30.1,160.01,0,0,0,190.36,0,0,0,121648.92,0,H. Carson,WNPG 2012,190.36
160.53,30.1400000002998,457,18/06/2012,30.14,160.53,0,0,0,61.93,0,0,0,24060.63,0,H. Carson,WNPG 2012,61.93
160.39,30.1199999998002,458,18/06/2012,30.12,160.39,0,0,0,100.53,0,0,0,7026.2,0,H. Carson,WNPG 2012,100.53
161.34,30.1900000001999,459,18/06/2012,30.19,161.34,0,0,0,43.08,0,0,0,3447.62,0,H. Carson,WNPG 2012,43.08
160.31,30.1199999998002,460,18/06/2012,30.12,160.31,0,0,0,144.71,0,0,0,35332.32,0,H. Carson,WNPG 2012,144.71
163.04,30.2599999997003,461,19/06/2012,30.26,163.04,0,0,0,98.63,0,0,0,6506.03,0,H. Carson,WNPG 2012,98.63
163.59,30.2800000001999,462,19/06/2012,30.28,163.59,0,0,0,321.24,0,0,0,28986.22,0,H. Carson,WNPG 2012,321.24
164.22,30.29,463,19/06/2012,30.29,164.22,0,0,0,185.82,0,0,0,38155.87,0,H. Carson,WNPG 2012,185.82
166.09,30.2999999998002,464,20/06/2012,30.3,166.09,0,0,0,58.52,0,0,0,32510.55,0,H. Carson,WNPG 2012,58.52
166.22,30.3399999999001,465,20/06/2012,30.34,166.22,0,0,0,195.07,0,0,0,13482.59,0,H. Carson,WNPG 2012,195.07
166.2,30.33,466,20/06/2012,30.33,166.2,0,0,0,239.2,0,0,0,19526.08,0,H. Carson,WNPG 2012,239.2
166.46,30.42,467,20/06/2012,30.42,166.46,0,0,0,174.28,0,0,0,42512.53,0,H. Carson,WNPG 2012,174.28
168.22,29.5799999998002,468,21/06/2012,29.58,168.22,0,0,0,55.73,0,0,0,7079.45,0,H. Carson,WNPG 2012,55.73
168.35,29.5299999999001,469,21/06/2012,29.53,168.35,0,0,0,42.35,0,0,0,3389.29,0,H. Carson,WNPG 2012,42.35
170.03,29.1000000003997,470,22/06/2012,29.1,170.03,0,0,0,2.78,0,0,0,222.6,0,H. Carson,WNPG 2012,2.78
173.1,28.5499999997003,471,23/06/2012,28.55,173.1,0,0,0,45.35,0,0,0,3165.81,0,H. Carson,WNPG 2012,45.35
172.49,29.0100000003998,472,23/06/2012,29.01,172.49,0,0,0,15.81,0,0,0,5039.73,0,H. Carson,WNPG 2012,15.81
172.27,29.1500000002998,473,23/06/2012,29.15,172.27,0,0,0,21.9,0,0,0,1694.73,0,H. Carson,WNPG 2012,21.9
170.31,29.1100000001999,474,23/06/2012,29.11,170.31,0,0,0,1.03,0,0,0,56.76,0,H. Carson,WNPG 2012,1.03
175.11,28.3400000002998,475,24/06/2012,28.34,175.11,0,0,0,21.4,0,0,0,1230.49,0,H. Carson,WNPG 2012,21.4
175.24,28.2399999996003,476,24/06/2012,28.24,175.24,0,0,0,7.75,0,0,0,387.59,0,H. Carson,WNPG 2012,7.75
179.45,29.5100000002998,477,25/06/2012,29.51,179.45,0,0,0,78.59,0,0,0,6288.81,0,H. Carson,WNPG 2012,78.59
-178.56,30.0100000001999,478,25/06/2012,30.01,-178.56,0,0,0,202.4,0,0,0,11386.79,0,H. Carson,WNPG 2012,202.4
-178.41,30.0399999996003,479,26/06/2012,30.04,-178.41,0,0,0,195.42,0,0,0,11706.23,0,H. Carson,WNPG 2012,195.42
-176.45,30.2199999996004,480,26/06/2012,30.22,-176.45,0,0,0,149.55,0,0,0,10595.21,0,H. Carson,WNPG 2012,149.55
-176.28,30.2499999999001,481,26/06/2012,30.25,-176.28,0,0,0,142.68,0,0,0,10471.3,0,H. Carson,WNPG 2012,142.68
-176.14,30.29,482,26/06/2012,30.29,-176.14,0,0,0,170.7,0,0,0,68099.52,0,H. Carson,WNPG 2012,170.7
-175.52,30.3399999999001,483,26/06/2012,30.34,-175.52,0,0,0,19.87,0,0,0,1291.78,0,H. Carson,WNPG 2012,19.87
-174.14,31.1,484,27/06/2012,31.1,-174.14,0,0,0,56.67,0,0,0,11305.9,0,H. Carson,WNPG 2012,56.67
-174.04,31.1499999999001,485,27/06/2012,31.15,-174.04,0,0,0,48.95,0,0,0,3051.81,0,H. Carson,WNPG 2012,48.95
-173.47,31.2600000003998,486,27/06/2012,31.26,-173.47,0,0,0,186.21,0,0,0,14286.82,0,H. Carson,WNPG 2012,186.21
-173.27,31.3799999998002,487,27/06/2012,31.38,-173.27,0,0,0,98.95,0,0,0,21109.21,0,H. Carson,WNPG 2012,98.95
-173.04,30.2999999998002,488,28/06/2012,30.3,-173.04,0,0,0,110.61,0,0,0,8064.22,0,H. Carson,WNPG 2012,110.61
-172.37,30.5500000001999,489,28/06/2012,30.55,-172.37,0,0,0,100.34,0,0,0,12605.35,0,H. Carson,WNPG 2012,100.34
-172.27,31.0299999996004,490,28/06/2012,31.03,-172.27,0,0,0,43.74,0,0,0,5125.96,0,H. Carson,WNPG 2012,43.74
-146.9,30.83,491,21/05/2009,30.83,-146.9,0,0,0,34.96,0,0,0,40130.15,0,H. Carson,ENPG 2009,34.96
-144.92,33.5399999998002,492,22/05/2009,33.54,-144.92,0,0,0,17.48,0,0,0,20252.1,0,H. Carson,ENPG 2009,17.48
-142.93,36.2499999996003,493,23/05/2009,36.25,-142.93,0,0,0,43.49,0,0,0,50315.89,0,H. Carson,ENPG 2009,43.49
-137.17,36.45,494,25/05/2009,36.45,-137.17,0,0,0,43.7,0,0,0,19616.64,0,H. Carson,ENPG 2009,43.7
-158.03,25.6699999997003,495,19/07/2009,25.67,-158.03,0,0,0,2.1,0,0,0,4284.53,0,H. Carson,ENPG 2009,2.1
-157.35,28.3699999997003,496,20/07/2009,28.37,-157.35,0,0,0,5.22,0,0,0,3867.61,0,H. Carson,ENPG 2009,5.22
-155.17,33.6500000002998,497,22/07/2009,33.65,-155.17,0,0,0,10.16,0,0,0,4198.36,0,H. Carson,ENPG 2009,10.16
-151.12,34.9299999999001,498,23/07/2009,34.93,-151.12,0,0,0,17.62,0,0,0,16169.93,0,H. Carson,ENPG 2009,17.62
-147.03,36.1200000003997,499,24/07/2009,36.12,-147.03,0,0,0,26.26,0,0,0,34712.57,0,H. Carson,ENPG 2009,26.26
-142.1,37.4800000001999,500,25/07/2009,37.48,-142.1,0,0,0,5.33,0,0,0,6109.85,0,H. Carson,ENPG 2009,5.33
-138.0,37.85,501,26/07/2009,37.85,-138,0,0,0,0.61,0,0,0,277.21,0,H. Carson,ENPG 2009,0.61
-154.2,27.5700000003998,502,23/07/2009,27.57,-154.2,0,0,0,1.64,0,0,0,98.82,0,H. Carson,ENPG 2009,1.64
-150.62,29.7300000003997,503,25/07/2009,29.73,-150.62,0,0,0,10.45,0,0,0,4750.31,0,H. Carson,ENPG 2009,10.45
-148.8,31.0699999997003,504,26/07/2009,31.07,-148.8,0,0,0,9.23,0,0,0,8854.48,0,H. Carson,ENPG 2009,9.23
-147.42,32.5700000002998,505,27/07/2009,32.57,-147.42,0,0,0,4.51,0,0,0,3879.38,0,H. Carson,ENPG 2009,4.51
-145.82,34.43,506,28/07/2009,34.43,-145.82,0,0,0,5.31,0,0,0,3546.05,0,H. Carson,ENPG 2009,5.31
-144.9,36.5,507,29/07/2009,36.5,-144.9,0,0,0,9.21,0,0,0,7447.62,0,H. Carson,ENPG 2009,9.21
-143.48,37.9700000002998,508,30/07/2009,37.97,-143.48,0,0,0,8.32,0,0,0,4459.81,0,H. Carson,ENPG 2009,8.32
-157.38,27.5700000003998,509,30/07/2009,27.57,-157.38,0,0,0,1.2,0,0,0,89.44,0,H. Carson,ENPG 2009,1.2
-157.35,30.9500000002998,510,21/07/2009,30.95,-157.35,0,0,0,1.57,0,0,0,694.34,0,H. Carson,ENPG 2009,1.57
-156.93,33.3999999999001,511,22/07/2009,33.4,-156.93,0,0,0,5.75,0,0,0,4463.17,0,H. Carson,ENPG 2009,5.75
-153.25,34.5000000003997,512,23/07/2009,34.5,-153.25,0,0,0,5.41,0,0,0,2189.57,0,H. Carson,ENPG 2009,5.41
-149.88,35.42,513,24/07/2009,35.42,-149.88,0,0,0,5.47,0,0,0,4397.28,0,H. Carson,ENPG 2009,5.47
-146.33,36.0,514,25/07/2009,36,-146.33,0,0,0,5.17,0,0,0,2131.34,0,H. Carson,ENPG 2009,5.17
-142.08,36.5,515,26/07/2009,36.5,-142.08,0,0,0,8.36,0,0,0,1794.93,0,H. Carson,ENPG 2009,8.36
-138.92,37.17,516,27/07/2009,37.17,-138.92,0,0,0,0.73,0,0,0,1009.66,0,H. Carson,ENPG 2009,0.73
-138.9,37.1499999996004,517,28/07/2009,37.15,-138.9,0,0,0,0.49,0,0,0,24.56,0,H. Carson,ENPG 2009,0.49
-148.54,36.27,518,9/8/2009,36.27,-148.54,0,0,0,98.92,0,0,0,34438.77,0,H. Carson,ENPG 2009,98.92
-139.9,35.6199999996003,519,12/8/2009,35.62,-139.9,0,0,0,6.92,0,0,0,4551.01,0,H. Carson,ENPG 2009,6.92
-136.77,35.4000000003998,520,13/08/2009,35.4,-136.77,0,0,0,1.53,0,0,0,2255.39,0,H. Carson,ENPG 2009,1.53
-159.52,22.4199999999001,521,19/08/2009,22.42,-159.52,0,0,0,0.44,0,0,0,26.42,0,H. Carson,ENPG 2009,0.44
-159.47,24.6699999999001,522,20/08/2009,24.67,-159.47,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2009,0
-158.3,27.4900000001999,523,21/08/2009,27.49,-158.3,0,0,0,4.11,0,0,0,315.54,0,H. Carson,ENPG 2009,4.11
-157.6,32.3500000001999,524,23/08/2009,32.35,-157.6,0,0,0,9.24,0,0,0,4870.07,0,H. Carson,ENPG 2009,9.24
-155.83,33.9499999997002,525,24/08/2009,33.95,-155.83,0,0,0,20.71,0,0,0,8941.12,0,H. Carson,ENPG 2009,20.71
-152.53,35.87,526,25/08/2009,35.87,-152.53,0,0,0,12.58,0,0,0,9651,0,H. Carson,ENPG 2009,12.58
-148.65,37.0700000002998,527,27/08/2009,37.07,-148.65,0,0,0,13.01,0,0,0,5246.81,0,H. Carson,ENPG 2009,13.01
-142.15,36.1300000001999,528,28/08/2009,36.13,-142.15,0,0,0,587.33,0,0,0,108840.82,0,H. Carson,ENPG 2009,587.33
-139.44,35.55,529,29/08/2009,35.55,-139.44,0,0,0,8.22,0,0,0,4800.05,0,H. Carson,ENPG 2009,8.22
-136.82,34.8099999996003,530,30/08/2009,34.81,-136.82,0,0,0,2.75,0,0,0,549.35,0,H. Carson,ENPG 2009,2.75
-133.74,34.5900000003998,531,31/08/2009,34.59,-133.74,0,0,0,0.89,0,0,0,832.35,0,H. Carson,ENPG 2009,0.89
-131.54,34.74,532,1/9/2009,34.74,-131.54,0,0,0,0.5,0,0,0,25.08,0,H. Carson,ENPG 2009,0.5
-129.16,34.6699999997003,533,2/9/2009,34.67,-129.16,0,0,0,0.52,0,0,0,1058.45,0,H. Carson,ENPG 2009,0.52
-158.02,31.64,534,2/8/2010,31.64,-158.02,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-158.15,33.12,535,3/8/2010,33.12,-158.15,0,0,0,1.37,0,0,0,68.6,0,H. Carson,ENPG 2010,1.37
-158.05,33.6799999997003,536,3/8/2010,33.68,-158.05,0,0,0,6.97,0,0,0,1216.62,0,H. Carson,ENPG 2010,6.97
-157.98,34.0500000003997,537,3/8/2010,34.05,-157.98,0,0,0,1.26,0,0,0,2581.77,0,H. Carson,ENPG 2010,1.26
-157.58,35.5699999997003,538,4/8/2010,35.57,-157.58,0,0,0,8.23,0,0,0,1333.22,0,H. Carson,ENPG 2010,8.23
-157.4,35.42,539,1/8/2010,35.42,-157.4,0,0,0,4.77,0,0,0,381.87,0,H. Carson,ENPG 2010,4.77
-155.89,34.43,540,5/8/2010,34.43,-155.89,0,0,0,3.13,0,0,0,651.23,0,H. Carson,ENPG 2010,3.13
-155.53,33.89,541,5/8/2010,33.89,-155.53,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-154.5,33.2699999998002,542,6/8/2010,33.27,-154.5,0,0,0,11.72,0,0,0,5747.89,0,H. Carson,ENPG 2010,11.72
-154.25,33.3699999996003,543,6/8/2010,33.37,-154.25,0,0,0,32.46,0,0,0,13037.53,0,H. Carson,ENPG 2010,32.46
-152.8,32.36,544,7/8/2010,32.36,-152.8,0,0,0,15.57,0,0,0,17516.89,0,H. Carson,ENPG 2010,15.57
-151.37,32.3199999999001,545,8/8/2010,32.32,-151.37,0,0,0,1,0,0,0,80.03,0,H. Carson,ENPG 2010,1
-148.68,33.8800000001999,546,9/8/2010,33.88,-148.68,0,0,0,2.19,0,0,0,151.35,0,H. Carson,ENPG 2010,2.19
-147.23,34.8999999996004,547,10/8/2010,34.9,-147.23,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-146.02,35.73,548,11/8/2010,35.73,-146.02,0,0,0,6.02,0,0,0,6123.69,0,H. Carson,ENPG 2010,6.02
-141.49,35.5900000001999,549,13/08/2010,35.59,-141.49,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-153.17,35.1199999997003,550,1/8/2010,35.12,-153.17,0,0,0,6.96,0,0,0,10339.38,0,H. Carson,ENPG 2010,6.96
-151.9,37.2699999999001,551,4/8/2010,37.27,-151.9,0,0,0,10.93,0,0,0,246.07,0,H. Carson,ENPG 2010,10.93
-150.82,36.9800000002998,552,5/8/2010,36.98,-150.82,0,0,0,13.02,0,0,0,900.48,0,H. Carson,ENPG 2010,13.02
-149.3,36.9,553,6/8/2010,36.9,-149.3,0,0,0,33.46,0,0,0,6837.65,0,H. Carson,ENPG 2010,33.46
-146.08,37.17,554,8/8/2010,37.17,-146.08,0,0,0,17.1,0,0,0,4295.55,0,H. Carson,ENPG 2010,17.1
-162.16,34.2300000003997,555,4/8/2010,34.23,-162.16,0,0,0,19.33,0,0,0,1546.89,0,H. Carson,ENPG 2010,19.33
-162.36,40.19,556,8/8/2010,40.19,-162.36,0,0,0,48.93,0,0,0,6321.8,0,H. Carson,ENPG 2010,48.93
-161.36,41.8800000003998,557,7/8/2010,41.88,-161.36,0,0,0,12.96,0,0,0,4365.36,0,H. Carson,ENPG 2010,12.96
-158.78,44.1400000001999,558,10/8/2010,44.14,-158.78,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-156.28,27.23,559,27/07/2010,27.23,-156.28,0,0,0,18.61,0,0,0,27660.01,0,H. Carson,ENPG 2010,18.61
-155.37,29.0499999996003,560,28/07/2010,29.05,-155.37,0,0,0,178.01,0,0,0,51093.23,0,H. Carson,ENPG 2010,178.01
-153.15,30.7999999997003,561,29/07/2010,30.8,-153.15,0,0,0,44.53,0,0,0,24194.55,0,H. Carson,ENPG 2010,44.53
-151.02,32.7000000003998,562,30/07/2010,32.7,-151.02,0,0,0,117.76,0,0,0,27406.77,0,H. Carson,ENPG 2010,117.76
-144.63,37.7699999998002,563,2/8/2010,37.77,-144.63,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-142.48,38.2199999998002,564,3/8/2010,38.22,-142.48,0,0,0,11.3,0,0,0,5387.87,0,H. Carson,ENPG 2010,11.3
-154.73,33.3699999996003,565,7/8/2010,33.37,-154.73,0,0,0,8.13,0,0,0,416.76,0,H. Carson,ENPG 2010,8.13
-154.88,33.5200000001999,566,7/8/2010,33.52,-154.88,0,0,0,13.95,0,0,0,10103.05,0,H. Carson,ENPG 2010,13.95
-153.27,35.2200000003998,567,8/8/2010,35.22,-153.27,0,0,0,75.94,0,0,0,14958.41,0,H. Carson,ENPG 2010,75.94
-153.27,35.2200000003998,568,8/8/2010,35.22,-153.27,0,0,0,32.54,0,0,0,13387.19,0,H. Carson,ENPG 2010,32.54
-151.78,36.0999999999001,569,9/8/2010,36.1,-151.78,0,0,0,131.72,0,0,0,104042.16,0,H. Carson,ENPG 2010,131.72
-155.93,32.3299999997003,570,9/8/2010,32.33,-155.93,0,0,0,5.04,0,0,0,113.34,0,H. Carson,ENPG 2010,5.04
-157.43,31.5999999999001,571,6/8/2010,31.6,-157.43,0,0,0,31.09,0,0,0,2176.74,0,H. Carson,ENPG 2010,31.09
-151.5,36.2200000001999,572,9/8/2010,36.22,-151.5,0,0,0,44.52,0,0,0,14718.12,0,H. Carson,ENPG 2010,44.52
-148.6,37.1799999999001,573,10/8/2010,37.18,-148.6,0,0,0,30.8,0,0,0,12096.02,0,H. Carson,ENPG 2010,30.8
-157.98,23.2500000003997,574,29/07/2010,23.25,-157.98,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-157.08,27.1200000003997,575,31/07/2010,27.12,-157.08,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-156.08,29.6500000001999,576,8/1/2010,29.65,-156.08,0,0,0,5.88,0,0,0,406.65,0,H. Carson,ENPG 2010,5.88
-156.08,29.6500000001999,577,1/8/2010,29.65,-156.08,0,0,0,17.64,0,0,0,14456.08,0,H. Carson,ENPG 2010,17.64
-155.08,33.8999999998002,578,3/8/2010,33.9,-155.08,0,0,0,4.58,0,0,0,316.72,0,H. Carson,ENPG 2010,4.58
-155.08,33.8999999998002,579,3/8/2010,33.9,-155.08,0,0,0,9.16,0,0,0,457.91,0,H. Carson,ENPG 2010,9.16
-154.52,35.4500000002998,580,4/8/2010,35.45,-154.52,0,0,0,6.24,0,0,0,12743.88,0,H. Carson,ENPG 2010,6.24
-150.95,37.7299999997003,581,6/8/2010,37.73,-150.95,0,0,0,4.05,0,0,0,202.53,0,H. Carson,ENPG 2010,4.05
-145.03,41.4300000003997,582,9/8/2010,41.43,-145.03,0,0,0,5.81,0,0,0,290.29,0,H. Carson,ENPG 2010,5.81
-143.22,41.9800000001999,583,10/8/2010,41.98,-143.22,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-156.93,26.3799999999001,584,27/07/2010,26.38,-156.93,0,0,0,29.34,0,0,0,1907.73,0,H. Carson,ENPG 2010,29.34
-155.52,27.8799999996003,585,28/07/2010,27.88,-155.52,0,0,0,28.94,0,0,0,2079.92,0,H. Carson,ENPG 2010,28.94
-153.57,29.5500000003997,586,29/07/2010,29.55,-153.57,0,0,0,13.48,0,0,0,9758.53,0,H. Carson,ENPG 2010,13.48
